order_id,order_date,product_id,product_category,price,discount_percent,quantity_sold,customer_region,payment_method,rating,review_count,discounted_price,total_revenue
291,2023-02-26,5150,Books,263.62,30,9,South America,Net Banking,4.6,899,184.53,1660.77
292,2022-04-14,7766,Fashion,141.73,15,10,North America,Credit Card,1.1,293,120.47,1204.7
293,2022-09-11,3711,Home,317.93,10,4,Asia,PayPal,2.4,293,286.14,1144.56
294,2022-08-15,5853,Books,246.12,10,1,Asia,Debit Card,3.9,485,221.51,221.51
295,2022-04-22,7212,Home,187.24,20,3,South America,UPI,1.3,899,149.79,449.37
296,2023-05-25,8479,Home,475.11,5,9,North America,PayPal,1.7,447,451.35,4062.15
297,2023-04-18,6408,Beauty,319.76,5,4,Europe,UPI,3.4,803,303.77,1215.08
298,2022-04-09,8715,Fashion,73.67,30,5,Africa,Credit Card,3.2,692,51.57,257.85
299,2022-06-02,9942,Sports,284.44,30,7,Asia,Debit Card,4.0,983,199.11,1393.77
300,2022-12-04,2762,Electronics,392.56,25,5,Europe,UPI,4.3,892,294.42,1472.1
301,2023-12-07,8101,Electronics,357.16,20,4,North America,PayPal,1.5,412,285.73,1142.92
302,2022-06-12,8674,Books,94.32,15,2,Europe,Debit Card,1.1,508,80.17,160.34
303,2023-12-21,7122,Home,486.49,15,2,Asia,Net Banking,3.8,734,413.52,827.04
304,2023-11-12,1481,Fashion,229.92,20,4,Asia,Debit Card,2.2,786,183.94,735.76
305,2022-06-10,1153,Electronics,87.92,15,10,North America,Debit Card,3.5,890,74.73,747.3
306,2023-08-03,8617,Books,98.3,5,10,Asia,PayPal,1.6,244,93.38,933.8
307,2023-02-02,2524,Sports,58.14,15,9,Asia,UPI,2.9,420,49.42,444.78
308,2022-10-04,3120,Sports,403.72,15,8,Asia,Net Banking,3.0,929,343.16,2745.28
309,2023-05-19,3343,Home,69.79,20,3,Asia,UPI,3.3,960,55.83,167.49
310,2023-01-27,6136,Fashion,71.31,20,9,South America,Debit Card,3.1,154,57.05,513.45
311,2022-05-15,6760,Fashion,426.73,15,5,Europe,Credit Card,3.0,816,362.72,1813.6
312,2022-07-14,2240,Home,178.86,10,3,South America,Debit Card,2.3,424,160.97,482.91
313,2023-02-05,1060,Electronics,25.12,20,5,North America,Credit Card,1.3,273,20.1,100.5
314,2023-10-02,2639,Fashion,35.43,25,10,North America,PayPal,1.4,936,26.57,265.7
315,2022-02-02,7185,Home,79.66,25,4,Europe,Credit Card,2.7,647,59.74,238.96
316,2023-11-19,8970,Beauty,114.56,5,8,North America,Credit Card,2.4,825,108.83,870.64
317,2023-04-05,2252,Home,335.92,15,5,North America,Credit Card,3.1,520,285.53,1427.65
318,2023-04-15,5203,Home,87.09,10,10,North America,Credit Card,2.2,128,78.38,783.8
319,2023-01-10,9363,Beauty,68.25,5,8,South America,Credit Card,3.8,373,64.84,518.72
320,2022-01-22,4549,Fashion,384.71,15,9,North America,PayPal,4.5,568,327.0,2943.0
321,2023-11-01,5197,Electronics,338.82,20,4,Asia,PayPal,2.2,638,271.06,1084.24
322,2022-02-07,8009,Beauty,223.31,25,7,North America,PayPal,1.8,159,167.48,1172.36
323,2022-08-18,7667,Fashion,279.16,30,2,Africa,PayPal,1.5,571,195.41,390.82
324,2022-12-31,3322,Home,162.87,10,6,Asia,Credit Card,3.5,570,146.58,879.48
325,2023-07-17,5090,Electronics,246.43,30,8,North America,PayPal,2.8,652,172.5,1380.0
326,2023-03-14,7960,Electronics,258.27,25,7,Asia,Credit Card,1.8,176,193.7,1355.9
327,2022-10-10,4004,Home,199.75,30,7,Asia,Credit Card,3.6,927,139.82,978.74
328,2022-01-27,6136,Beauty,454.22,20,8,Asia,UPI,1.6,620,363.38,2907.04
329,2022-08-14,1329,Sports,17.87,15,7,Asia,Credit Card,3.2,211,15.19,106.33
330,2022-10-04,4640,Books,393.26,20,5,Asia,PayPal,3.1,447,314.61,1573.05
331,2023-09-01,8982,Sports,70.95,30,7,Asia,Debit Card,3.9,586,49.66,347.62
332,2022-10-11,5107,Fashion,400.8,20,10,Europe,PayPal,1.2,167,320.64,3206.4
333,2023-04-26,2341,Electronics,311.8,25,3,North America,Debit Card,4.6,460,233.85,701.55
334,2023-03-29,9407,Electronics,423.21,10,5,South America,Credit Card,3.8,916,380.89,1904.45
335,2023-10-21,1338,Electronics,57.78,20,7,Europe,PayPal,1.9,357,46.22,323.54
336,2023-05-31,6895,Electronics,283.9,25,9,Europe,Credit Card,1.7,304,212.92,1916.28
337,2023-07-01,3708,Beauty,255.53,10,2,North America,Debit Card,2.7,233,229.98,459.96
338,2022-07-11,2750,Home,356.03,15,4,Europe,Credit Card,4.3,327,302.63,1210.52
339,2022-02-18,6604,Home,271.8,30,7,Oceania,UPI,4.4,884,190.26,1331.82
340,2023-05-27,3421,Books,274.96,15,1,Europe,UPI,3.1,182,233.72,233.72
341,2022-01-17,8119,Beauty,220.5,5,2,Europe,Debit Card,4.4,634,209.48,418.96
342,2022-06-21,9901,Beauty,161.33,25,9,Asia,Net Banking,1.0,334,121.0,1089.0
343,2022-08-08,6319,Sports,246.31,10,10,South America,PayPal,1.1,715,221.68,2216.8
344,2022-06-07,7609,Books,68.06,20,7,Europe,PayPal,4.6,967,54.45,381.15
345,2023-04-22,6387,Books,481.14,15,10,Europe,PayPal,4.1,29,408.97,4089.7
346,2022-02-15,4993,Fashion,360.06,10,7,Africa,Credit Card,2.8,714,324.05,2268.35
347,2023-01-08,9680,Books,476.71,25,6,Asia,UPI,4.0,93,357.53,2145.18
348,2023-06-02,9044,Electronics,121.1,5,3,North America,Credit Card,4.8,841,115.04,345.12
349,2022-04-09,9238,Beauty,440.88,15,10,North America,Credit Card,4.1,868,374.75,3747.5
350,2022-02-06,5873,Electronics,406.31,30,3,Europe,Net Banking,4.4,688,284.42,853.26
351,2022-10-07,5806,Books,341.8,10,2,North America,UPI,4.0,330,307.62,615.24
352,2022-12-15,9592,Fashion,316.26,30,6,Europe,Debit Card,1.7,723,221.38,1328.28
353,2023-05-12,6913,Books,165.11,10,4,South America,Credit Card,4.3,184,148.6,594.4
354,2022-10-29,8124,Books,410.04,10,5,North America,UPI,1.8,95,369.04,1845.2
355,2022-06-30,4157,Fashion,255.74,25,3,Asia,Credit Card,4.6,785,191.8,575.4
356,2023-08-30,1390,Fashion,44.74,25,6,Europe,Credit Card,2.8,649,33.56,201.36
357,2022-04-09,5430,Sports,163.3,25,3,Asia,Credit Card,3.7,749,122.48,367.44
358,2023-12-01,9820,Beauty,468.3,20,8,Asia,Debit Card,3.0,353,374.64,2997.12
359,2022-04-26,8686,Electronics,426.83,10,9,North America,UPI,1.4,930,384.15,3457.35
360,2022-07-10,5232,Electronics,491.13,15,4,Asia,Credit Card,2.2,941,417.46,1669.84
361,2022-09-10,9007,Sports,317.72,30,9,North America,PayPal,4.9,984,222.4,2001.6
362,2022-06-10,2521,Fashion,131.28,25,7,South America,Credit Card,4.8,265,98.46,689.22
363,2022-09-13,2500,Fashion,89.78,25,3,South America,UPI,2.3,647,67.34,202.02
364,2022-11-19,7737,Sports,101.59,30,7,Europe,Net Banking,5.0,656,71.11,497.77
365,2022-05-08,4294,Books,19.7,30,1,Europe,UPI,4.4,19,13.79,13.79
366,2022-01-18,6085,Home,201.43,10,3,Europe,PayPal,3.4,743,181.29,543.87
367,2023-07-20,3419,Electronics,103.8,25,6,Asia,Net Banking,1.2,646,77.85,467.1
368,2023-07-24,4042,Fashion,211.71,30,4,Europe,Debit Card,4.6,626,148.2,592.8
369,2022-11-19,5497,Fashion,468.15,20,7,Europe,PayPal,3.2,499,374.52,2621.64
370,2023-11-17,2466,Sports,220.96,20,3,Europe,PayPal,4.5,139,176.77,530.31
371,2023-09-18,4561,Books,440.21,25,1,North America,Debit Card,4.3,637,330.16,330.16
372,2022-10-15,1614,Fashion,306.7,30,9,Asia,Credit Card,4.3,716,214.69,1932.21
373,2023-10-25,6392,Home,131.09,10,6,North America,Net Banking,3.8,573,117.98,707.88
374,2023-10-01,8693,Electronics,184.37,10,8,Asia,PayPal,2.2,762,165.93,1327.44
375,2022-06-04,4223,Books,51.12,10,3,North America,Credit Card,2.3,810,46.01,138.03
376,2023-05-05,8138,Sports,173.4,5,8,North America,Debit Card,2.2,525,164.73,1317.84
377,2023-01-21,3667,Electronics,342.0,25,2,Asia,PayPal,1.1,908,256.5,513.0
378,2022-04-14,8980,Sports,45.33,10,4,Oceania,Debit Card,3.3,255,40.8,163.2
379,2023-01-28,1130,Sports,110.65,20,3,Asia,UPI,3.8,85,88.52,265.56
380,2022-09-03,3983,Home,196.91,30,10,North America,PayPal,4.4,458,137.84,1378.4
381,2022-06-25,5278,Electronics,491.2,15,1,North America,UPI,1.6,532,417.52,417.52
382,2022-02-08,8126,Beauty,394.58,15,7,South America,Debit Card,3.2,562,335.39,2347.73
383,2023-04-22,9230,Books,369.41,10,10,Europe,PayPal,1.0,676,332.47,3324.7
384,2023-11-13,8694,Home,66.93,15,2,North America,PayPal,1.4,92,56.89,113.78
385,2023-06-22,7640,Fashion,392.69,15,4,South America,UPI,1.2,600,333.79,1335.16
386,2023-02-12,6468,Fashion,394.78,5,9,South America,Debit Card,3.9,69,375.04,3375.36
387,2023-06-09,1920,Fashion,304.54,20,6,Oceania,Debit Card,1.3,37,243.63,1461.78
388,2023-05-21,8564,Beauty,495.28,20,8,Africa,Net Banking,3.9,765,396.22,3169.76
389,2022-02-05,9684,Beauty,169.37,5,2,South America,Credit Card,2.0,764,160.9,321.8
390,2023-11-16,9502,Fashion,471.22,5,7,North America,Credit Card,4.5,140,447.66,3133.62
391,2022-01-20,9930,Books,458.22,15,6,North America,Debit Card,4.3,867,389.49,2336.94
392,2022-11-17,4241,Home,15.63,25,9,Asia,PayPal,4.8,893,11.72,105.48
393,2023-05-27,1545,Electronics,230.56,30,7,Asia,Credit Card,4.5,680,161.39,1129.73
394,2023-02-04,5346,Books,488.78,30,1,Europe,Credit Card,4.7,566,342.15,342.15
395,2023-10-16,4810,Home,60.53,15,8,Europe,Credit Card,4.4,898,51.45,411.6
396,2023-04-16,8206,Electronics,278.41,30,10,Europe,PayPal,3.8,178,194.89,1948.9
397,2022-05-23,3032,Beauty,489.69,5,3,Asia,Credit Card,1.7,809,465.21,1395.63
398,2022-04-02,9436,Fashion,282.19,20,2,North America,Debit Card,2.1,813,225.75,451.5
399,2022-12-20,1271,Electronics,103.01,30,3,Europe,Debit Card,1.9,871,72.11,216.33
400,2023-12-28,4511,Electronics,295.27,15,6,Asia,PayPal,3.4,618,250.98,1505.88
401,2022-02-20,2771,Sports,110.18,25,3,Asia,Debit Card,3.0,137,82.64,247.92
402,2023-10-27,5361,Electronics,264.66,15,10,North America,Credit Card,4.5,190,224.96,2249.6
403,2023-11-29,8069,Home,46.28,10,5,Asia,Debit Card,4.8,640,41.65,208.25
404,2023-07-29,1920,Fashion,306.69,15,6,Asia,Net Banking,2.6,342,260.69,1564.14
405,2022-07-09,9190,Sports,263.23,5,8,Europe,UPI,3.0,559,250.07,2000.56
406,2022-05-05,4430,Electronics,372.68,20,7,North America,Net Banking,4.9,5,298.14,2086.98
407,2022-05-30,5435,Books,319.04,20,8,Europe,PayPal,2.1,972,255.23,2041.84
408,2022-11-10,4760,Home,279.31,30,3,Europe,Credit Card,4.2,257,195.52,586.56
409,2023-07-24,3050,Fashion,347.99,5,4,Africa,UPI,1.9,812,330.59,1322.36
410,2022-12-08,2165,Books,80.53,10,6,North America,Credit Card,3.7,662,72.48,434.88
411,2022-11-01,9567,Sports,301.73,5,7,Asia,UPI,2.0,806,286.64,2006.48
412,2023-11-23,3033,Electronics,94.33,15,9,North America,Credit Card,4.5,243,80.18,721.62
413,2023-11-13,7467,Home,463.51,5,1,Europe,Credit Card,3.2,787,440.33,440.33
414,2022-02-23,1145,Fashion,43.48,5,8,Asia,Net Banking,1.7,720,41.31,330.48
415,2023-03-20,5388,Sports,220.88,10,8,Europe,Credit Card,1.9,415,198.79,1590.32
416,2023-09-05,8832,Books,350.94,15,6,Europe,PayPal,3.0,627,298.3,1789.8
417,2022-09-21,9623,Electronics,234.43,25,4,North America,Credit Card,4.8,707,175.82,703.28
418,2022-02-22,9896,Beauty,55.13,25,3,Europe,Credit Card,4.1,343,41.35,124.05
419,2023-07-26,9173,Sports,281.16,20,3,Asia,PayPal,3.0,682,224.93,674.79
420,2023-09-12,3632,Electronics,324.4,30,6,Europe,UPI,2.4,379,227.08,1362.48
421,2022-01-05,5494,Fashion,354.86,5,8,South America,PayPal,3.2,594,337.12,2696.96
422,2022-04-13,9056,Sports,192.9,20,7,Asia,Credit Card,4.0,666,154.32,1080.24
423,2022-07-15,8511,Electronics,286.19,10,1,Europe,Debit Card,4.1,653,257.57,257.57
424,2022-12-16,2828,Sports,230.84,25,6,North America,PayPal,2.3,826,173.13,1038.78
425,2022-02-16,5805,Sports,339.31,5,7,Europe,UPI,3.9,146,322.34,2256.38
426,2023-10-18,1806,Books,295.94,10,7,Asia,Debit Card,3.6,323,266.35,1864.45
427,2022-09-26,8486,Books,267.62,30,9,Europe,Net Banking,4.8,122,187.33,1685.97
428,2023-01-05,9202,Home,132.27,10,10,South America,UPI,4.7,252,119.04,1190.4
429,2023-09-28,2868,Fashion,10.99,5,5,Europe,Net Banking,4.2,855,10.44,52.2
430,2022-04-16,8878,Fashion,95.3,30,1,South America,PayPal,3.9,899,66.71,66.71
431,2023-11-01,6690,Beauty,67.36,10,2,North America,PayPal,2.1,311,60.62,121.24
432,2023-10-21,8827,Electronics,230.05,30,4,South America,Credit Card,4.4,601,161.04,644.16
433,2023-10-19,6429,Sports,310.01,5,5,Europe,Debit Card,2.7,475,294.51,1472.55
434,2022-04-30,4564,Electronics,114.41,5,9,Europe,PayPal,2.1,570,108.69,978.21
435,2023-08-27,2389,Electronics,470.14,30,1,Europe,Credit Card,2.5,492,329.1,329.1
436,2022-02-27,8274,Books,13.27,15,3,Europe,Credit Card,4.3,575,11.28,33.84
437,2022-12-12,1824,Fashion,388.43,20,5,Oceania,Credit Card,1.6,347,310.74,1553.7
438,2023-04-19,3265,Fashion,316.35,10,3,North America,Credit Card,2.8,820,284.72,854.16
439,2022-04-27,1936,Electronics,193.04,10,4,North America,Net Banking,3.0,487,173.74,694.96
440,2022-05-07,7402,Sports,34.74,15,3,Asia,PayPal,1.1,473,29.53,88.59
441,2023-01-28,4845,Electronics,317.47,15,4,Europe,Debit Card,1.8,382,269.85,1079.4
442,2023-10-03,2796,Electronics,198.95,15,1,Asia,Credit Card,4.3,280,169.11,169.11
443,2022-02-27,9245,Electronics,468.77,25,8,Asia,PayPal,4.3,72,351.58,2812.64
444,2023-09-26,8214,Books,275.58,25,4,Europe,UPI,2.2,521,206.68,826.72
445,2023-05-28,1726,Electronics,470.43,30,7,Africa,Net Banking,4.5,366,329.3,2305.1
446,2022-04-06,3736,Fashion,118.04,25,2,Europe,UPI,4.1,933,88.53,177.06
447,2023-09-30,2913,Fashion,365.61,5,2,North America,Credit Card,2.7,94,347.33,694.66
448,2022-04-28,8657,Books,312.45,30,6,Asia,Debit Card,4.0,373,218.71,1312.26
449,2023-07-14,3466,Electronics,372.31,10,2,Asia,Net Banking,4.8,339,335.08,670.16
450,2023-08-24,8312,Sports,115.19,20,6,Europe,UPI,2.8,437,92.15,552.9
451,2023-05-03,9194,Fashion,335.85,5,2,Asia,UPI,2.0,336,319.06,638.12
452,2022-08-25,8906,Fashion,254.04,10,4,North America,Credit Card,4.8,664,228.64,914.56
453,2022-09-29,5876,Home,373.98,10,7,Europe,PayPal,3.4,492,336.58,2356.06
454,2022-07-08,8287,Fashion,170.25,30,8,South America,PayPal,1.4,917,119.18,953.44
455,2023-12-05,1892,Sports,446.13,15,3,North America,Credit Card,3.3,868,379.21,1137.63
456,2023-03-23,5675,Electronics,51.31,15,9,Europe,Debit Card,3.0,40,43.61,392.49
457,2023-08-04,2933,Electronics,405.52,5,2,South America,Credit Card,4.4,359,385.24,770.48
458,2022-09-04,2380,Electronics,432.05,15,8,Oceania,Credit Card,3.1,574,367.24,2937.92
459,2022-03-17,2290,Fashion,410.45,10,8,Europe,Credit Card,2.0,254,369.4,2955.2
460,2022-06-03,2640,Home,261.24,15,4,Asia,Credit Card,3.7,966,222.05,888.2
461,2023-10-18,8490,Electronics,224.81,25,1,Asia,UPI,3.2,581,168.61,168.61
462,2023-03-11,2218,Sports,498.17,15,1,Africa,Credit Card,1.9,398,423.44,423.44
463,2022-03-27,6016,Fashion,122.29,10,2,South America,Credit Card,3.3,757,110.06,220.12
464,2023-11-28,7881,Electronics,277.97,30,9,North America,PayPal,4.3,877,194.58,1751.22
465,2022-10-12,1954,Electronics,338.63,5,2,Europe,UPI,1.1,170,321.7,643.4
466,2022-08-08,8291,Books,353.43,20,2,Europe,UPI,3.5,690,282.74,565.48
467,2022-03-10,1974,Electronics,109.97,15,6,Asia,Debit Card,2.4,701,93.47,560.82
468,2022-02-16,5133,Home,330.46,10,7,Asia,UPI,2.2,511,297.41,2081.87
469,2022-04-04,6370,Sports,411.0,20,7,Asia,Credit Card,2.6,260,328.8,2301.6
470,2023-03-29,4972,Fashion,34.51,20,9,Oceania,PayPal,2.4,584,27.61,248.49
471,2022-07-23,6295,Sports,456.65,25,6,North America,Credit Card,4.3,984,342.49,2054.94
472,2022-08-06,9228,Beauty,24.46,20,8,North America,UPI,2.1,459,19.57,156.56
473,2023-04-19,4020,Sports,184.43,30,6,Europe,Credit Card,3.9,529,129.1,774.6
474,2023-03-08,9987,Books,17.75,10,2,Europe,PayPal,1.4,882,15.98,31.96
475,2022-12-07,5036,Home,47.8,10,1,North America,Debit Card,4.8,341,43.02,43.02
476,2023-07-05,6068,Fashion,456.47,15,5,North America,Debit Card,3.5,57,388.0,1940.0
477,2023-09-04,6233,Beauty,183.88,15,9,Asia,Credit Card,3.8,218,156.3,1406.7
478,2022-10-16,1317,Electronics,218.14,15,8,South America,UPI,2.2,619,185.42,1483.36
479,2022-09-11,3396,Books,115.52,30,4,Asia,Net Banking,2.6,816,80.86,323.44
480,2022-12-23,3162,Home,302.58,20,5,Asia,PayPal,1.9,940,242.06,1210.3
481,2022-01-23,3745,Fashion,301.45,20,5,Europe,Credit Card,4.7,685,241.16,1205.8
482,2023-06-06,2591,Beauty,192.38,25,6,Asia,Debit Card,3.0,731,144.28,865.68
483,2022-04-10,7183,Beauty,173.19,30,3,Asia,Net Banking,3.5,464,121.23,363.69
484,2022-06-29,4930,Home,443.63,15,5,Asia,Debit Card,3.9,247,377.09,1885.45
485,2022-08-11,2312,Books,197.81,5,2,North America,UPI,2.5,730,187.92,375.84
486,2023-10-21,5311,Home,251.82,25,10,North America,Net Banking,3.9,373,188.86,1888.6
487,2023-03-18,8314,Books,148.82,5,1,North America,PayPal,3.7,417,141.38,141.38
488,2023-08-31,3383,Books,395.52,20,1,Asia,Debit Card,3.8,31,316.42,316.42
489,2022-11-21,4239,Sports,204.75,25,10,South America,Debit Card,3.0,368,153.56,1535.6
490,2023-05-31,3139,Fashion,261.67,25,7,South America,Credit Card,2.5,559,196.25,1373.75
491,2022-01-16,2704,Electronics,134.15,10,2,Europe,PayPal,1.9,646,120.74,241.48
492,2022-12-02,7924,Beauty,493.95,20,4,Asia,Credit Card,4.3,108,395.16,1580.64
493,2022-09-15,1362,Fashion,152.83,20,5,Africa,Credit Card,3.4,584,122.26,611.3
494,2023-05-12,3604,Fashion,387.66,30,7,Europe,Debit Card,2.8,839,271.36,1899.52
495,2022-06-09,5286,Beauty,219.47,25,2,Europe,Credit Card,4.8,418,164.6,329.2
496,2023-04-20,4738,Books,111.05,20,6,Africa,UPI,1.2,620,88.84,533.04
497,2023-10-26,3469,Sports,401.86,25,1,Europe,UPI,4.4,821,301.4,301.4
498,2023-11-21,5795,Beauty,173.47,30,7,Africa,Debit Card,5.0,398,121.43,850.01
499,2023-11-06,7150,Beauty,433.94,30,9,Oceania,Debit Card,4.5,272,303.76,2733.84
500,2023-01-15,1556,Home,458.48,10,5,Asia,Net Banking,4.2,683,412.63,2063.15
501,2023-06-29,3808,Fashion,431.31,25,5,South America,Credit Card,2.5,116,323.48,1617.4
502,2023-11-22,6150,Fashion,27.15,20,4,Asia,PayPal,1.9,841,21.72,86.88
503,2023-03-03,8561,Sports,395.81,20,3,Asia,Net Banking,3.9,586,316.65,949.95
504,2023-09-05,3719,Sports,211.56,25,9,Europe,Debit Card,2.2,256,158.67,1428.03
505,2022-09-25,7506,Electronics,438.12,25,5,North America,UPI,1.7,81,328.59,1642.95
506,2023-07-31,4741,Fashion,322.6,25,8,Europe,Net Banking,4.1,780,241.95,1935.6
507,2023-02-21,4998,Books,418.49,15,9,Asia,Credit Card,2.3,128,355.72,3201.48
508,2022-06-17,3403,Books,254.72,20,5,North America,Debit Card,4.7,838,203.78,1018.9
509,2022-02-12,9780,Home,272.16,30,10,North America,Debit Card,4.4,915,190.51,1905.1
510,2023-07-10,1294,Electronics,80.75,20,9,North America,Credit Card,4.4,235,64.6,581.4
511,2022-10-12,6343,Beauty,394.15,15,2,Asia,PayPal,4.1,553,335.03,670.06
512,2023-02-01,2136,Home,215.5,25,9,Oceania,PayPal,4.5,181,161.62,1454.58
513,2022-01-12,3064,Fashion,255.04,10,4,Oceania,PayPal,4.2,157,229.54,918.16
514,2023-08-30,8009,Home,394.7,25,6,Europe,Credit Card,3.4,454,296.02,1776.12
515,2022-10-29,5543,Electronics,303.43,25,6,South America,Credit Card,2.2,571,227.57,1365.42
516,2022-09-10,2007,Electronics,108.54,15,6,Asia,UPI,4.6,857,92.26,553.56
517,2023-05-14,6445,Home,299.21,20,2,Asia,Credit Card,4.4,761,239.37,478.74
518,2022-02-04,6352,Sports,209.74,25,7,Asia,UPI,2.9,704,157.3,1101.1
519,2023-12-28,2435,Sports,240.07,20,6,North America,Debit Card,1.2,24,192.06,1152.36
520,2022-03-31,1571,Fashion,23.87,5,1,Africa,UPI,3.6,473,22.68,22.68
521,2023-08-28,3382,Books,112.91,30,2,Europe,UPI,1.2,400,79.04,158.08
522,2023-08-25,6084,Home,147.71,20,7,Europe,Debit Card,4.7,948,118.17,827.19
523,2023-02-22,1277,Books,359.35,10,1,Asia,Credit Card,4.8,592,323.42,323.42
524,2022-04-25,8059,Fashion,15.63,30,1,Europe,Credit Card,1.8,134,10.94,10.94
525,2023-09-09,2887,Books,210.3,10,1,Europe,Debit Card,3.7,421,189.27,189.27
526,2022-07-15,2265,Home,462.77,25,8,Asia,UPI,1.4,213,347.08,2776.64
527,2023-05-16,8491,Fashion,64.82,30,4,North America,PayPal,3.9,900,45.37,181.48
528,2023-09-18,2040,Home,263.05,20,4,Asia,PayPal,2.4,482,210.44,841.76
529,2023-05-08,9073,Beauty,395.4,30,2,Asia,Net Banking,3.7,348,276.78,553.56
530,2022-03-16,3752,Books,471.84,25,1,Asia,Credit Card,2.5,166,353.88,353.88
531,2023-02-17,9213,Books,375.92,15,10,Asia,Credit Card,1.6,937,319.53,3195.3
532,2023-01-11,5569,Fashion,363.08,10,9,Asia,Credit Card,2.6,348,326.77,2940.93
533,2023-02-24,7353,Sports,414.98,25,7,Asia,PayPal,1.5,849,311.24,2178.68
534,2023-12-30,3353,Fashion,228.64,15,4,Asia,Debit Card,3.3,398,194.34,777.36
535,2022-10-04,8437,Electronics,404.86,30,6,Asia,PayPal,1.2,583,283.4,1700.4
536,2023-11-07,5799,Books,13.9,30,2,Asia,Debit Card,3.1,726,9.73,19.46
537,2023-01-29,1686,Sports,463.03,25,7,South America,Net Banking,4.5,435,347.27,2430.89
538,2023-04-02,9476,Electronics,227.22,20,2,North America,Net Banking,4.4,577,181.78,363.56
539,2022-07-11,5811,Sports,281.16,30,10,Europe,Credit Card,4.5,221,196.81,1968.1
540,2023-11-20,9954,Beauty,134.89,20,8,Africa,Debit Card,4.7,308,107.91,863.28
541,2022-04-09,6346,Fashion,373.84,20,8,Europe,UPI,1.4,991,299.07,2392.56
542,2023-07-02,6043,Sports,47.55,20,1,North America,Credit Card,1.5,798,38.04,38.04
543,2022-04-06,3428,Books,437.59,5,8,Asia,Debit Card,3.2,697,415.71,3325.68
544,2023-10-26,6126,Sports,415.78,15,2,North America,UPI,4.6,719,353.41,706.82
545,2023-10-25,9220,Home,115.87,15,6,North America,Credit Card,4.9,466,98.49,590.94
546,2022-07-09,8813,Sports,406.57,30,1,Oceania,UPI,1.2,99,284.6,284.6
547,2022-02-06,4356,Books,395.32,30,5,Asia,UPI,2.4,242,276.72,1383.6
548,2023-01-04,9707,Fashion,319.79,20,7,Europe,Credit Card,1.9,158,255.83,1790.81
549,2023-11-26,8266,Electronics,193.02,5,10,Oceania,Debit Card,4.0,610,183.37,1833.7
550,2023-06-09,7540,Electronics,143.03,20,1,Oceania,Credit Card,3.6,554,114.42,114.42
551,2022-10-06,1038,Fashion,123.57,5,2,Europe,PayPal,1.5,651,117.39,234.78
552,2022-08-05,4342,Electronics,166.12,20,7,Europe,Credit Card,2.9,795,132.9,930.3
553,2022-09-30,3844,Books,452.74,10,6,South America,PayPal,3.7,920,407.47,2444.82
554,2022-03-03,2098,Electronics,48.04,10,3,Asia,Debit Card,4.1,227,43.24,129.72
555,2023-08-19,8027,Sports,416.15,25,10,Asia,Credit Card,1.1,423,312.11,3121.1
556,2023-12-30,2823,Electronics,180.96,20,2,South America,Debit Card,4.6,72,144.77,289.54
557,2022-12-08,4155,Books,265.58,30,10,Asia,Debit Card,3.3,243,185.91,1859.1
558,2023-02-01,4093,Electronics,399.3,15,4,Europe,Debit Card,4.2,530,339.4,1357.6
559,2023-11-30,6658,Books,443.34,25,3,Asia,UPI,4.2,589,332.5,997.5
560,2022-01-19,4778,Beauty,178.94,30,7,Europe,Debit Card,1.8,45,125.26,876.82
561,2022-06-26,3896,Books,236.3,10,8,Asia,Credit Card,1.4,472,212.67,1701.36
562,2023-09-04,1988,Home,213.11,20,2,Asia,Credit Card,3.9,371,170.49,340.98
563,2023-01-31,5116,Beauty,16.49,25,10,North America,PayPal,1.6,855,12.37,123.7
564,2023-03-21,7446,Sports,155.01,20,7,Asia,UPI,4.4,652,124.01,868.07
565,2022-08-21,5179,Home,235.0,10,8,Europe,Debit Card,3.9,689,211.5,1692.0
566,2022-03-17,2682,Sports,211.44,25,6,Europe,PayPal,4.4,734,158.58,951.48
567,2022-09-22,6626,Beauty,363.75,10,6,Asia,Debit Card,2.2,927,327.38,1964.28
568,2023-03-31,8424,Home,198.55,5,10,Europe,PayPal,2.3,92,188.62,1886.2
569,2023-12-19,1933,Electronics,249.79,10,1,Asia,Credit Card,3.7,22,224.81,224.81
570,2023-01-19,4598,Home,220.51,20,4,North America,Credit Card,1.1,172,176.41,705.64
571,2023-07-18,2980,Electronics,372.91,15,1,Asia,Net Banking,3.9,604,316.97,316.97
572,2023-05-21,4056,Home,432.86,10,4,South America,Debit Card,4.3,192,389.57,1558.28
573,2023-01-02,9984,Electronics,270.63,30,2,Asia,PayPal,2.7,77,189.44,378.88
574,2022-05-24,1791,Fashion,396.82,15,5,Europe,Credit Card,4.1,281,337.3,1686.5
575,2022-03-10,6390,Books,155.43,5,10,Oceania,UPI,1.7,364,147.66,1476.6
576,2022-04-09,7635,Books,275.27,25,9,Europe,PayPal,2.3,179,206.45,1858.05
577,2023-01-31,3255,Fashion,179.16,25,10,North America,Credit Card,4.9,238,134.37,1343.7
578,2022-01-25,4610,Books,212.96,15,3,Europe,PayPal,4.9,135,181.02,543.06
579,2023-04-14,2607,Electronics,368.88,25,8,North America,UPI,3.1,877,276.66,2213.28
580,2023-04-29,6179,Fashion,442.01,10,3,Oceania,UPI,4.7,902,397.81,1193.43
581,2023-07-19,7573,Sports,69.53,15,6,North America,Debit Card,3.1,280,59.1,354.6
